21	80	2.2157	0.3758
21	82	10.0350	8.2924
21	85	7.5794	6.8218
21	88	7.8643	6.4517
21	90	2.3278	9.8152
21	96	5.6937	5.8225
22	1	5.9085	8.9957
22	6	9.8337	8.1104
22	13	7.5543	3.4383
22	17	1.0635	5.9648
22	18	14.1143	8.0156
22	19	7.7657	2.1138
22	26	9.9204	2.0509
22	27	8.2394	8.1034
22	28	4.9197	9.4208
22	37	1.6437	7.9203
22	39	11.0589	5.4515
22	42	13.2783	6.5933
22	50	10.8878	1.5970
22	51	4.7000	9.1063
22	61	4.1978	3.4261
22	64	1.9946	1.8452
22	68	10.6025	8.0478
22	74	10.5551	3.9188
22	76	7.2736	2.6416
22	77	5.6636	3.7130
22	80	2.5311	0.2106
22	82	10.0798	8.0483
22	85	7.8893	6.8794
22	88	7.8664	6.3146
22	90	2.5217	9.7487
22	96	5.9392	5.9245
23	1	6.4902	9.0493
23	6	9.7120	8.2341
23	13	7.6794	3.5198
23	17	1.3005	5.7668
23	18	14.1904	7.7060
23	19	8.2779	2.3038
23	26	10.1823	2.3420
23	27	8.4974	7.9777
23	28	5.4643	9.2835
23	37	1.9764	7.9179
23	39	11.3707	5.7085
23	42	13.4363	6.6278
23	50	11.2431	1.6515
23	51	4.6083	9.3144
23	61	4.3572	3.5593
23	64	2.0849	1.8768
23	68	11.0105	7.9978
23	74	10.6271	3.9305
23	76	7.4427	2.9091
23	77	5.8092	3.6938
23	80	2.7464	0.1717
23	82	10.3284	8.0204
23	85	8.4956	6.7963
23	88	7.8273	6.2874
23	90	2.9614	9.6875
23	96	6.3231	5.9415
23	97	2.3795	8.7006
24	1	6.6107	9.0099
24	2	4.0074	7.0840
24	6	10.1086	7.8590
24	13	7.6645	3.3691
24	17	1.5111	5.8465
24	18	14.4903	7.7832
24	19	8.7165	2.3854
24	26	10.5313	2.4965
24	27	8.5012	7.8343
24	28	5.6322	9.3214
24	37	2.3801	7.4918
24	39	11.7373	5.6630
24	42	13.7453	6.4083
24	50	11.4803	1.9594
24	51	4.9911	9.0537
24	61	4.4949	3.4647
24	64	2.3027	1.9011
24	68	11.1908	8.1032
24	74	11.1820	3.9114
24	76	7.7276	2.9606
24	77	5.9757	3.6432
24	80	2.8994	0.1464
24	82	10.3395	7.9702
24	85	8.9313	6.6032
24	88	7.9567	6.1976
24	90	3.4711	9.6281
24	96	6.5062	5.8556
24	97	2.4791	8.7910
25	1	6.8114	8.9528
25	2	4.1640	7.0119
25	6	10.0545	7.9526
25	13	7.7138	3.1238
25	17	1.6652	6.0171
25	18	14.9252	7.6332
25	19	9.1692	2.5821
25	26	10.8605	2.2553
25	27	8.8388	7.9197
25	28	6.0725	9.3910
25	37	2.7489	7.8522
25	39	12.1036	5.7113
25	42	13.7051	6.5804
25	50	11.7119	1.9164
25	51	5.1479	9.1444
25	61	4.8748	3.8027
25	64	2.3556	2.0948
25	68	11.1906	8.1613
25	74	11.1677	3.8307
25	76	7.9870	3.1089
25	77	6.0778	3.7392
25	80	3.2728	0.2913
25	82	10.5293	7.7319
25	85	9.4546	6.4291
25	88	8.1723	6.1191
25	90	3.8357	9.3203
25	96	6.8857	6.0392
25	97	2.5397	8.7877
26	1	7.0881	9.0280
26	2	4.3715	6.9236
26	6	10.3913	7.9550
26	13	8.0145	3.3717
26	17	2.0831	5.7558
26	18	15.1083	7.6596
26	19	9.6132	2.4035
26	26	11.4107	2.4913
26	27	9.0528	7.8246
26	28	6.1905	9.2735
26	37	2.8541	7.5236
26	39	12.1057	5.7487
26	42	14.2723	6.2239
26	50	12.1375	1.8938
26	51	5.0932	8.7305
26	61	5.0416	3.4537
26	64	2.6429	2.0182
26	68	11.5125	8.1789
26	74	11.3429	3.9746
26	76	8.2228	3.1017
26	77	6.2448	3.7244
26	80	3.4582	0.4078
26	82	10.6503	7.7923
26	85	9.9492	6.5333
26	88	8.1911	6.0831
26	90	4.4301	9.3312
26	96	7.0206	6.0558
26	97	2.7728	8.6154
27	1	7.5136	8.7661
27	2	4.3353	6.8462
27	6	10.1943	8.0052
27	13	8.3129	3.5455
27	17	1.9793	5.9099
27	18	15.4096	7.7989
27	19	10.1304	2.7437
27	26	11.2899	2.2855
27	27	9.3238	8.0528
27	28	6.7289	9.3012
27	37	3.2264	7.4575
27	39	12.5962	5.7640
27	42	14.2381	6.0108
27	50	12.4990	1.9314
27	51	5.0903	8.8354
27	61	5.1426	3.5514
27	64	2.8780	2.1563
27	68	11.8002	8.0505
27	74	11.5234	4.1682
27	76	8.3261	3.2399
27	77	6.5052	3.8225
27	80	3.6183	0.3814
27	82	10.7403	7.7838
27	85	10.5324	6.3961
27	88	8.5411	6.1641
27	90	4.6290	9.2570
27	96	7.4965	5.7932
27	97	3.0140	8.6148
28	1	7.7695	8.9814
28	2	4.6218	6.9274
28	6	10.3374	7.8431
28	13	8.4088	3.3624
28	17	2.1755	5.9385
28	18	15.6013	7.4557
28	19	10.7471	2.5384
28	26	11.6699	2.4645
28	27	9.3528	8.1522
28	28	6.8365	9.2028
28	37	3.6062	7.2507
28	39	12.7512	5.7924
28	42	14.4749	6.0191
28	50	12.9237	2.2352
28	51	5.4703	8.9048
28	61	5.3297	3.6415
28	64	2.7341	2.2162
28	68	11.9102	8.1078
28	74	11.6477	4.1933
28	76	8.8378	3.2005
28	77	6.7989	3.7433
28	78	1.7961	7.1610
28	80	4.1606	0.2441
28	82	10.9746	7.5807
28	85	10.6846	6.0976
28	88	8.6489	6.0987
28	90	5.0584	8.9888
28	96	7.8221	6.1142
28	97	3.3417	8.7109
29	1	7.8343	8.8489
29	2	4.5556	7.0275
29	6	10.5001	7.7653
29	13	8.4199	3.1227
29	17	2.4722	5.9765
29	18	15.9773	7.5142
29	19	10.8939	2.5137
29	26	12.1544	2.4923
29	27	9.6161	7.9339
29	28	7.3460	9.3908
29	37	3.7843	7.5115
29	39	13.0446	5.6789
29	42	14.7712	5.6848
29	50	13.2494	2.1908
29	51	5.4848	8.7325
29	61	5.5718	3.6448
29	63	5.0282	2.0591
29	64	2.9565	2.2771
29	67	4.4577	-0.0005
29	68	12.2611	8.0120
29	74	11.8840	4.0793
29	76	8.9841	3.4556
29	77	7.0199	3.8910
29	78	1.9189	7.0597
29	80	4.0499	0.2240
29	82	11.0721	7.4880
29	85	11.3717	6.0547
29	88	8.5872	6.0650
29	90	5.5555	8.9794
29	96	8.0229	5.9597
29	97	3.4286	8.7588
30	1	8.2381	8.9017
30	2	4.8017	6.8600
30	6	10.7874	7.9256
30	9	7.1582	0.4393
30	13	8.5164	3.3910
30	17	2.6079	6.0704
30	18	16.1662	7.6509
30	19	11.3626	2.7382
30	26	12.2578	2.4082
30	27	9.7074	7.7825
30	28	7.7865	9.3499
30	37	4.1156	7.3942
30	39	13.2497	5.8859
30	42	14.9136	5.7458
30	50	13.4395	2.3166
30	51	5.6653	8.6610
30	61	5.7040	3.6895
30	63	5.5645	2.2245
30	64	3.1469	2.2955
30	67	4.6569	0.3125
30	68	12.2390	7.9841
30	74	12.2620	4.1603
30	76	9.4303	3.3997
30	77	7.1192	3.8199
30	78	2.1670	6.9255
30	80	4.4892	0.5320
30	82	11.1688	7.4241
30	85	11.7716	6.0841
30	88	8.4306	6.1262
30	90	5.8791	9.1352
30	96	8.2688	6.1697
30	97	3.6684	8.6657
31	1	8.2430	8.8902
31	2	5.0728	6.8860
31	6	10.6828	7.7882
31	9	7.2199	0.6148
31	13	8.7479	3.1195
31	17	2.5542	6.0555
31	18	16.4879	7.5368
31	19	11.9374	2.7867
31	26	12.7295	2.3258
31	27	9.9845	7.9468
31	28	8.2634	9.5034
31	37	4.5563	7.0012
31	39	13.5080	5.7733
31	42	15.3365	5.6571
31	50	14.0896	2.3112
31	51	5.8220	8.6071
31	56	2.0038	7.8165
31	61	5.9042	3.4627
31	62	1.1413	8.6815
31	63	6.0021	2.4631
31	64	3.2164	2.4414
31	67	4.9686	0.3959
31	68	12.4776	8.0962
31	74	12.3231	4.2429
31	76	9.6304	3.5822
31	77	7.2831	3.9307
31	78	2.3617	7.2034
31	80	4.8649	0.4494
31	82	11.1468	7.3627
31	85	12.2940	6.0380
31	88	8.8213	6.0489
31	90	6.4193	9.0182
31	96	8.3877	6.1753
31	97	3.9190	8.7520
32	1	8.7736	8.9147
32	2	5.2427	7.1732
32	6	10.8535	7.6076
32	9	7.3721	0.6506
32	13	8.8466	3.2871
32	17	2.8381	5.9889
32	18	16.6781	7.2318
32	19	12.0139	2.8881
32	26	12.9808	2.6797
32	27	9.8587	7.8557
32	28	8.5524	9.4465
32	37	4.8967	7.0826
32	39	13.9499	5.9068
32	42	15.4679	5.3495
32	50	14.1722	2.3776
32	51	5.7754	8.5165
32	56	2.2050	7.7823
32	61	6.3240	3.3802
32	62	1.3921	8.8470
32	63	5.8622	2.6120
32	64	3.3484	2.2859
32	67	5.4638	0.5192
32	68	12.5973	8.3232
32	74	12.5889	4.3468
32	76	9.7557	3.6287
32	77	7.5559	3.9529
32	78	2.1311	7.1738
32	80	5.0264	0.4189
32	82	11.4882	7.5233
32	85	12.6113	6.1094
32	88	8.7262	6.0090
32	90	6.6706	8.8277
32	96	8.7017	6.0533
32	97	4.1713	8.6765
33	1	8.8591	8.6698
33	2	5.3460	6.8698
33	6	11.0924	7.5271
33	9	7.4105	0.6165
33	13	8.9472	3.2176
33	17	2.9426	5.8225
33	18	17.0831	7.4712
33	19	12.4230	3.0815
33	26	13.2361	2.7256
33	27	10.3219	8.1327
33	28	8.8053	9.3715
33	37	5.0999	7.0312
33	39	14.2082	5.8094
33	42	15.2838	5.2750
33	50	14.4967	2.2435
33	51	6.0777	8.5634
33	56	2.3592	8.0434
33	61	6.2178	3.5029
33	62	1.7008	8.8563
33	63	6.4638	2.5122
33	64	3.6571	2.6114
33	67	5.8118	0.7728
33	68	12.7475	8.1750
33	74	12.7524	4.3163
33	76	10.0295	3.8728
33	77	7.6201	3.8823
33	78	2.6919	6.9747
33	80	5.2551	0.4104
33	82	11.6328	7.1291
33	85	13.1489	5.8751
33	88	8.9947	5.9926
33	90	7.1921	8.6470
33	96	8.9587	6.1496
33	97	4.4353	8.6978
34	1	9.1519	9.1045
34	2	5.5554	6.8981
34	6	11.2069	7.6551
34	9	7.7370	0.6745
34	13	9.1059	3.2763
34	17	3.2781	5.7234
34	18	17.4422	7.5111
34	19	12.8518	3.0803
34	26	13.8242	2.5870
34	27	10.4152	7.8706
34	28	9.0738	9.4308
34	37	5.5053	6.9897
34	39	14.4814	5.9052
34	42	15.8235	5.1298
34	50	14.9219	2.5179
34	51	6.1340	8.4121
34	56	2.5787	7.8816
34	61	6.7279	3.7492
34	62	2.2296	8.6882
34	63	6.9397	2.7351
34	64	3.7415	2.5756
34	67	5.8076	0.7956
34	68	12.9663	8.1676
34	74	12.9441	4.4602
34	75	3.3148	5.2016
34	76	10.3442	3.9968
34	77	7.9327	3.7719
34	78	2.6349	6.8774
34	80	5.3467	0.5589
34	82	11.5573	7.0060
34	85	13.4504	5.6212
34	88	9.1342	5.8997
34	90	7.4901	8.6587
34	96	9.2108	6.0714
34	97	4.5033	8.5804
35	1	9.2927	8.6699
35	2	5.6931	7.0071
35	6	11.2332	7.6669
35	9	7.7284	0.8350
35	13	9.1023	3.2382
35	17	3.4770	6.0452
35	18	17.5144	7.5527
35	19	13.2883	3.1166
35	26	13.9737	2.7353
35	27	10.4495	8.1078
35	28	9.6768	9.6020
35	37	5.8880	6.8720
35	39	14.6007	5.9596
35	42	16.0448	4.8537
35	50	15.0562	2.7621
35	51	6.4105	8.3040
35	56	2.6151	7.7268
35	61	6.8119	3.5383
35	62	2.5919	8.4171
35	63	7.0974	2.9437
35	64	4.0405	2.6413
35	67	6.0656	1.0513
35	68	13.4717	8.0499
35	74	13.1841	4.5865
35	75	3.5981	5.1996
35	76	10.5268	4.0976
35	77	7.9489	3.8433
35	78	2.8432	7.0502
35	80	5.8043	0.3174
35	82	11.8040	6.9806
35	85	13.9449	5.5023
35	88	9.3013	6.0188
35	90	7.9272	8.4617
35	96	9.5431	6.2243
35	97	4.8853	8.7356
36	1	9.7490	8.7168
36	2	5.8406	6.9811
36	6	11.2657	7.6209
36	9	7.9727	0.7907
36	13	9.2746	3.0302
36	17	3.5621	5.9363
36	18	17.9612	7.3989
36	19	14.0981	3.2558
36	26	14.2834	2.6144
36	27	10.8149	7.9308
36	28	9.9273	9.5264
36	37	5.9449	6.6961
36	39	15.1146	6.0126
36	42	16.3109	4.9201
36	50	15.4448	2.7373
36	51	6.3159	8.3471
36	56	2.8705	7.7768
36	61	7.0905	3.6111
36	62	3.0032	8.7083
36	63	7.6039	3.0450
36	64	4.0585	2.5051
36	67	6.6155	1.0962
36	68	13.4412	8.4823
36	74	13.4504	4.6286
36	75	3.6647	5.1766
36	76	10.9544	3.9796
36	77	8.2531	3.9406
36	78	3.0392	6.9665
36	80	5.9797	0.5488
36	82	11.9627	6.9057
36	85	14.3909	5.6485
36	88	9.3075	5.7397
36	90	8.4833	8.2481
36	96	9.7812	6.0243
36	97	5.0263	8.8461
37	1	9.9525	8.9068
37	2	6.0168	7.1351
37	6	11.3152	7.7085
37	9	8.2236	0.9000
37	13	9.3644	3.0087
37	17	3.6272	5.9926
37	18	18.2430	7.3400
37	19	14.2852	3.2877
37	26	14.6834	2.5112
37	27	10.8915	8.0285
37	28	10.0198	9.4447
37	37	6.6891	6.7282
37	39	15.4745	5.8818
37	40	9.7403	0.4780
37	42	16.5392	4.8221
37	50	16.0355	2.7147
37	51	6.7032	8.1962
37	56	2.9512	7.7779
37	61	7.1310	3.5951
37	62	3.1322	8.6064
37	63	7.8339	3.0915
37	64	4.0252	2.6423
37	67	6.5880	1.3125
37	68	13.6671	8.2605
37	74	13.7111	4.5803
37	75	3.9143	5.3513
37	76	11.3337	4.2668
37	77	8.3224	3.7056
37	78	3.2366	6.8389
37	80	6.2008	0.3897
37	82	12.0958	6.8209
37	85	14.9734	5.4505
37	88	9.3133	5.8950
37	90	8.6966	8.4952
37	96	9.9709	6.1194
37	97	5.1757	8.6112
38	1	10.1499	8.6780
38	2	6.1257	6.9880
38	6	11.5855	7.2744
38	9	8.6061	0.7131
38	13	9.6457	3.1868
38	17	3.9116	5.8359
38	18	18.4172	7.4275
38	19	14.8111	3.4093
38	26	14.8643	2.7287
38	27	11.1911	7.8691
38	28	10.6134	9.6478
38	37	6.9441	6.7075
38	39	15.3757	6.2593
38	40	9.8652	0.6277
38	42	16.7471	4.5569
38	49	0.7279	9.8196
38	50	16.0714	2.9669
38	51	6.7697	7.9223
38	56	3.1756	7.9028
38	61	7.2137	3.5548
38	62	3.4120	8.4665
38	63	8.2825	3.3010
38	64	4.5202	2.6105
38	67	6.9791	1.3498
38	68	13.6242	8.4025
38	74	13.8629	4.6387
38	75	4.2491	5.1707
38	76	11.5316	4.4509
38	77	8.5525	3.7721
38	78	3.2569	6.6761
38	80	6.5460	0.4433
38	82	12.2533	6.6900
38	85	15.6210	5.5283
38	88	9.6844	5.6395
38	90	9.1329	8.3030
38	96	10.4652	6.2334
38	97	5.4487	8.7866
39	1	10.5180	8.5740
39	2	6.3911	7.0223
39	6	11.7194	7.2382
39	9	8.4870	0.9036
39	13	9.6392	3.2794
39	17	4.0039	5.9151
39	18	18.7573	7.4072
39	19	15.1103	3.4924
39	26	15.3804	2.7161
39	27	11.1908	7.8471
39	28	11.0519	9.5588
39	37	7.0437	6.5104
39	39	15.9638	6.0795
39	40	10.1938	0.9074
39	42	16.8954	4.4776
39	45	5.9604	8.8668
39	49	0.7711	9.5834
39	50	16.6754	2.8669
39	51	6.9803	8.1763
39	56	3.4401	7.8542
39	61	7.3831	3.6437
39	62	4.0978	8.5031
39	63	8.4875	3.3813
39	64	4.6288	2.6823
39	67	7.3876	1.6884
39	68	14.0175	8.1353
39	74	14.1119	4.4732
39	75	4.4898	5.1293
39	76	11.8239	4.4251
39	77	8.5613	3.7450
39	78	3.7083	6.7327
39	80	6.5843	0.3103
39	82	12.2581	6.6738
39	85	15.7766	5.4314
39	88	9.5562	5.7558
39	90	9.6270	7.9965
39	96	10.5268	6.1835
39	97	5.6336	8.9104
40	1	10.6165	8.6565
40	2	6.4220	7.0653
40	6	11.8980	7.4317
40	9	8.6059	1.0054
40	13	9.8086	2.9804
40	17	4.1700	5.7977
40	18	18.9232	7.4292
40	19	15.4143	3.4412
40	26	15.6367	2.6709
40	27	11.4366	7.8848
40	28	11.4105	9.5246
40	37	7.3282	6.2188
40	39	16.0891	6.2759
40	40	10.2811	0.8714
40	42	17.1290	4.4388
40	45	6.2021	8.8888
40	49	1.2912	9.6296
40	50	16.9370	3.1669
40	51	6.9286	8.0894
40	53	1.5293	5.4403
40	56	3.7107	7.9020
40	61	7.6262	3.5826
40	62	4.3550	8.4705
40	63	8.9529	3.5175
40	64	4.7258	2.9024
40	67	7.7215	1.7526
40	68	14.0741	8.1839
40	72	3.2155	5.2210
40	74	14.1494	4.7333
40	75	4.5595	5.1440
40	76	12.0716	4.3592
40	77	8.9253	4.0149
40	78	3.7740	6.8863
40	80	6.5980	0.6302
40	82	12.5599	6.5028
40	85	16.1738	5.2590
40	88	9.5573	5.7475
40	90	10.0131	7.9306
40	96	10.8051	6.3322
40	97	5.6295	8.8822
41	1	11.2046	8.6451
41	2	6.5242	6.9523
41	6	11.8765	7.3050
41	9	8.9653	1.0256
41	13	9.8849	3.2730
41	14	9.1596	1.8270
41	17	4.4454	5.9125
41	18	19.2216	7.2377
41	19	16.0737	3.6387
41	26	16.0732	2.8903
41	27	11.8236	7.9009
41	28	11.8731	9.3003
41	37	7.6460	6.4259
41	39	16.3352	6.2586
41	40	10.6583	0.8353
41	42	17.3983	4.4173
41	45	6.2513	8.7961
41	49	1.8384	9.5386
41	50	17.0262	3.2730
41	51	7.2902	7.7678
41	53	1.7744	5.4959
41	56	3.7161	7.9541
41	61	7.9258	3.2920
41	62	4.7283	8.5262
41	63	9.2933	3.6241
41	64	4.8056	2.9031
41	67	7.9230	1.7220
41	68	14.0025	8.1978
41	72	3.8978	5.0079
41	74	14.4397	4.7342
41	75	4.5404	5.1281
41	76	12.3104	4.8159
41	77	9.0789	3.9073
41	78	3.8962	6.6447
41	80	7.0516	0.5368
41	82	12.5916	6.5173
41	85	16.6479	5.0287
41	88	9.9008	5.7733
41	90	10.5930	7.9102
41	96	10.8973	6.2979
41	97	6.1755	8.8230
42	1	11.2949	8.5880
42	2	6.6876	7.0325
42	6	11.9391	7.3025
42	9	9.0692	1.1491
42	13	9.9890	3.1234
42	14	9.2149	1.9976
42	17	4.5433	5.8820
42	18	19.4562	7.4633
42	19	16.5625	3.5059
42	26	16.3344	2.9532
42	27	11.7153	7.8294
42	28	12.0881	9.6545
42	37	7.8965	6.2583
42	39	16.6352	6.1344
42	40	10.7892	1.0660
42	42	17.7703	4.0880
42	45	6.3919	8.7118
42	49	2.1588	9.4004
42	50	17.6555	3.2464
42	51	7.2748	7.6698
42	53	2.0625	5.4491
42	56	4.1823	7.9736
42	61	8.0113	3.6633
42	62	5.0471	8.4310
42	63	9.6028	3.8195
42	64	4.9864	3.0109
42	67	8.2647	2.0702
42	68	14.4813	8.3950
42	72	4.4107	4.9591
42	74	14.4181	4.7618
42	75	4.7986	5.2470
42	76	12.4735	4.8367
42	77	9.3757	3.7392
42	78	4.1945	6.6218
42	80	7.2873	0.4646
42	82	12.7645	6.5244
42	85	17.1894	5.0655
42	88	9.9278	5.6579
42	90	10.8515	7.5458
42	96	11.2926	6.3357
42	97	5.9810	8.9129
43	1	11.5227	8.6732
43	2	7.0371	6.9971
43	6	12.2506	7.2590
43	9	9.0945	1.0611
43	10	4.0906	0.4988
43	13	10.2574	3.1410
43	14	9.6241	2.0005
43	17	4.7555	5.9627
43	18	19.7150	7.3733
43	19	16.8995	3.7375
43	26	16.6349	2.8920
43	27	12.0002	7.7640
43	28	12.2379	9.6360
43	37	8.3540	6.0384
43	39	16.8756	6.3227
43	40	11.0217	1.2685
43	42	17.3818	4.0743
43	45	6.6149	8.6110
43	49	2.5712	9.2987
43	50	18.0289	3.4756
43	51	7.4449	7.7813
43	53	2.3618	5.4273
43	56	4.1408	7.7960
43	61	8.2604	3.5879
43	62	5.3682	8.4247
43	63	9.7756	3.9176
43	64	5.2079	3.0004
43	67	8.4615	2.1062
43	68	14.6208	8.4906
43	72	4.7231	4.9629
